polis_number,Toponym,City_ethnic,Region,Polities.Called.Polis,Polities.Called.Polis.Source.of.Designation,Polities.called.Asty.and.Polisma,Polities.Called.Patris,Use_of_City_Ethnic,Size_of_Territory,Poleis.in.400,Poleis.no.longer.or.not.yet.existing.in.400,Constitution,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Major_Divinities1,Major_Divinities2,Major_Divinities3,Major_Divinities4,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,Grid_Planned_Poleis,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation,latitude_decimal,longitude_decimal
861,Priene,Prieneus,38,NA,NA,NA,NA,9,3,NA,NA,2,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1700,0,0,0,1,0,1,1,1,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,2,0,37.66666667,27.33333333
862,Pteleion,Pteleousios,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,26.41666667
863,Pygela,Pygeleus,38,NA,NA,NA,NA,9,1,NA,NA,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.83333333,27.25
864,Samos,Samios,38,NA,NA,NA,NA,9,5,NA,NA,24,1,1,0,0,0,0,2,0,0,1,0,1,0,0,1,10,2900,0,0,0,1,3,1,16,0,0,0,0,1,0,NA,1,1,1,1,0,0,0,0,2,12,37.66666667,26.91666667
865,Samos,klerouchy 365-322,38,NA,NA,NA,NA,9,5,NA,NA,33,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,38,NA
866,Sidousa,Sidousios,38,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,26.5
867,Smyrna,Smyrnaios,38,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,14,0,1,1,1,0,0,NA,1,0,1,0,1,0,0,0,2,0,38.41666667,27.16666667
868,Teos,Teios,38,NA,NA,NA,NA,9,3,NA,NA,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2,38.08333333,26.75
869,Thebai,Thebaios,38,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,37.66666667,27.16666667
870,Alabanda,Alabandeus,39,NA,NA,NA,NA,2,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.58333333,27.91666667
871,Alinda,Alindeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,37.58333333,27.83333333
872,Amos,Amios,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.75,28.25
873,Amynandeis,Amynandeis,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37,27.66666667
874,Amyzon,Amyzoneus,39,NA,NA,NA,NA,5,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,37.58333333,27.66666667
875,Arlissos,Arlisseus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
876,Armelitai,Armelitai,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
877,Aulai,Auliates,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.75,28.16666667
878,Bargasa,Pargaseus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37,27.75
879,Bargylia,Bargylieus,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.16666667,27.58333333
880,Bolbai,Bolbaieis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
881,Chalketor,Chlketoreus,39,NA,NA,NA,NA,9,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,37.33333333,27.66666667
882,Chersonesos,Chersonesites,39,NA,NA,NA,NA,5,0,NA,NA,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3800,2600,2700,3300,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,NA
883,Chios,Chios,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
884,Erineis,Erineis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
885,Euromos,Euromeus,39,NA,NA,NA,NA,9,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.41666667,27.66666667
886,Halikarnassos,Halikarnasseus,39,NA,NA,NA,NA,9,2,NA,NA,5,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,3,1400,0,0,0,1,1,1,2,0,1,0,0,0,0,NA,1,1,1,1,0,0,0,0,2,0,37.08333333,27.33333333
887,Hybliseis,Hybliseis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
888,Hydaieis,Hydaieis,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.25,27.66666667
889,Hydisos,Hydisseus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.16666667,27.83333333
889,Astraiousioi,Astraiousioi,46,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
890,Hymisseis,,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
891,Iasos,Iaseus,39,NA,NA,NA,NA,9,2,NA,NA,2,1,1,0,0,0,0,2,0,0,1,1,2,1,1,0,0,1300,0,0,0,1,1,1,5,1,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,37.25,27.58333333
891,Erodioi,Erodioi,46,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
892,Idrias,Edrieus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.25,28.16666667
892,Eurymachitai,Eurymachitai,46,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
893,Idyma,Idymeus,39,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.08333333,28.33333333
894,Kalynda,Kalyndeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.75,28.83333333
894,Kystiros,Kystirios,46,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
895,Karbasyanda,Karbasyandeus,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.83333333,28.58333333
895,Lechoioi,Lechoioi,46,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
896,Karyanda,Karyandeus,39,NA,NA,NA,NA,12,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.16666667,27.5
897,Kasolaba,Kasolabeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
897,Phytaioi,Phytaioi,46,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
898,Kaunos,Kaunios,39,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.83333333,28.58333333
899,Kedreai,Kedreates,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,37,28.16666667
900,Keramos,Kerameus,39,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37,28
901,Killareis,Killareis,39,NA,NA,NA,NA,2,1,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.16666667,27.66666667
902,Kindye,Kindyeus,39,NA,NA,NA,NA,9,1,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.16666667,27.66666667
903,Knidos,Knidios,39,NA,NA,NA,NA,9,4,NA,NA,8,1,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,1200,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,2,3,36.75,27.66666667
904,Kodapeis,Kodapeis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
905,Koliyrgeis,Koliyrgeis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.33333333,28.25
906,Koranza,Koarendeus,39,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
907,Krya,Kryeus,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.66666667,28.83333333
908,Kyllandos,Kyllandios,39,NA,NA,NA,NA,2,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.08333333,28.41666667
909,Kyrbissos,Kyrbisso,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
910,Latmos/Herakleia,Latmios/Herakleotes,39,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,37.5,27.5
911,Lepsimandos,Lepsimandeus,39,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.08333333,27.08333333
912,Medmasos,Mednaseus,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,37.08333333,27.33333333
913,Mylasa,Mylaseus,39,NA,NA,NA,NA,9,0,NA,NA,10,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3809,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,1,0,0,3,0,37.25,27.83333333
914,Myndos,Myndios,39,NA,NA,NA,NA,12,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,1,0,2,0,37.08333333,27.25
915,Narisbareis,Narisbareis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
916,Naryandos,Naryandeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
917,Naxia,Naxiates,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.58333333,27.66666667
918,Olaieis,Olaieis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.08333333,28.33333333
919,Olymos,Hylimeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.41666667,27.75
920,Ouranion,Ouranietes,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,37.08333333,27.25
921,Parpariotai,Parpariotai,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.58333333,27.5
922,Passanda,Pasandeus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.83333333,28.58333333
923,Pedasa,Pedaseus,39,NA,NA,NA,NA,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,37.08333333,27.41666667
924,Peleiatai,Peleiatai,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
925,Pidasa,Pidaseus,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,37.41666667,27.58333333
926,Pladasa,Pladasieus,39,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.08333333,28.08333333
927,Pyrindos,Pyrindios,39,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
928,Pyrnos,Pyrnios,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.91666667,28.41666667
929,Salmakis,Salmakites,39,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
930,Siloi,,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
931,Syangela/Theangela,Syangeleus/Theangeleus,39,NA,NA,NA,NA,9,2,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.08333333,27.58333333
932,Talagreis,Talagreis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
933,Taramptos,,39,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.16666667,27.5
934,Tarbaneis,Tarbaneis,39,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
935,Telandros,,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.66666667,28.91666667
936,Telemessos,Telemesseus,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,37,27.33333333
937,Termera,Termerues,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,37,27.33333333
938,Terssogasseis,Terssogasseis,39,NA,NA,NA,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
939,Thasthareis,Thasthareis,39,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.58333333,27.66666667
940,Thydonos,,39,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
941,Tralleis,Traldeus,39,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.83333333,27.91666667
942,Phaselis,Phaselites,40,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.5,30.58333333
943,Xanthos,Xanthios,40,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.33333333,29.33333333
944,Allaria,Allariotas,41,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.41666667,24.58333333
945,Anopolis,Anopolites,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,24.08333333
946,Apellonia,Apelloniatas,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,35.41666667,25
947,Aptara,Aptaraios,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.41666667,24.16666667
948,Arkades,Arkas,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.08333333,25.33333333
949,Aulon,,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.08333333,25
950,Axos,Axios,41,NA,NA,NA,NA,1,2,NA,NA,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.33333333,24.83333333
951,Biannos,Biannios,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.08333333,25.41666667
952,Bionnos,,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.16666667,24.5
953,Chersonasos,Chersonasios/Cherronesios,41,NA,NA,NA,NA,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.33333333,25.41666667
954,Datala,Datales,41,NA,NA,NA,NA,7,0,NA,NA,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,0,NA,NA
955,Dragmos,Dragmios,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.16666667,26.16666667
