polis_number,Toponym,City_ethnic,Region,Polities.Called.Polis,Polities.Called.Polis.Source.of.Designation,Polities.called.Asty.and.Polisma,Polities.Called.Patris,Use_of_City_Ethnic,Size_of_Territory,Poleis.in.400,Poleis.no.longer.or.not.yet.existing.in.400,Constitution,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Major_Divinities1,Major_Divinities2,Major_Divinities3,Major_Divinities4,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,Grid_Planned_Poleis,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation,latitude_decimal,longitude_decimal
102,Olympa,Olympastas,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,40.41666667,19.58333333
103,Orikos,Orikios,5,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.33333333,19.5
104,Pandosia,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.25,20.56666667
105,Passaron,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,0,0,0,2,0,39.66666667,20.75
106,Phanote,Phanoteus,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.58333333,20.33333333
107,Phoinike,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.83333333,20.08333333
108,Poionos,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
109,Tekmon,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.66666667,20.91666667
110,Torone,,5,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.51666667,20.16666667
111,Zmaratha,,5,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
112,Alyzeia,Alyzaios,6,NA,NA,NA,NA,9,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.75,20.91666667
113,Ambrakia,Ambrakiotes,6,NA,NA,NA,NA,9,4,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,3,1320,3000,0,0,0,1,0,0,0,0,0,0,0,1,NA,1,0,1,0,0,0,0,0,1,1,39.16666667,21
114,Anaktorion,Anaktorieus,6,NA,NA,NA,NA,5,2,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,1301,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.91666667,20.83333333
115,Argos,Argeios,6,NA,NA,NA,NA,9,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.91666667,21.16666667
116,Astakos,Astakenos,6,NA,NA,NA,NA,2,2,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.91666667,21.08333333
117,Derion,Derieus,6,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,21.33333333
118,Echinos,Echinaios,6,NA,NA,NA,NA,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.91666667,20.91666667
119,Euripos,Euripios,6,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.91666667,21
120,Herakleia,,6,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.91666667,20.91666667
121,Hyporeiai,Hyporeates,6,NA,NA,NA,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
122,Ithaka,Ithakesios,6,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.41666667,20.66666667
123,Korkyra,Korkyraios,6,NA,NA,NA,NA,9,5,NA,NA,20,1,1,1,0,0,0,3,0,0,1,1,3,1,15,1,3,1317,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,1,39.58333333,19.91666667
124,Koronta,Korontaios,6,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,21.16666667
125,Kranioi,Kranios,6,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.16666667,20.5
126,Leukas,Leukadios,6,NA,NA,NA,NA,9,4,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.83333333,20.75
127,Limnaia,Limnaios,6,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.83333333,21.16666667
128,Matropolis,Matropolites,6,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,21.25
129,Medion,Medionios,6,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.75,21.16666667
130,Oiniadai,Oiniadas,6,NA,NA,NA,NA,5,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.41666667,21.16666667
131,Palairos,Palaireus,6,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.83333333,20.83333333
132,Paleis,Paleus,6,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.25,20.41666667
133,Phara,,6,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.66666667,21.58333333
134,Phoitiai,Phoitieus,6,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.66666667,21.16666667
135,Pronnoi,Pronnos,6,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.16666667,20.75
136,Same,Samaios,6,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.25,20.66666667
137,Sollion,,6,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
138,Stratos,Stratios,6,NA,NA,NA,NA,9,2,NA,NA,0,1,1,0,0,0,0,2,0,0,0,0,2,1,10,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,0,3,0,38.66666667,21.16666667
139,Thyrreion,Thyrieus,6,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.83333333,21
140,Torybeia,Torybeieus,6,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,1,0,38.75,21.08333333
141,Zakynthos,Zakynthios,6,NA,NA,NA,NA,9,4,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,1,0,2,0,37.75,20.91666667
142,Agrinion,Agrinieus,7,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,1,0,38.66666667,21.33333333
143,Aigition,,7,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.16666667
144,Akripos,,7,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
145,Chalkis,Chalkideus,7,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,38.33333333,21.58333333
146,Halikyrna,,7,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.41666667,21.5
147,Kallion/Kallipolis,Kallieus/Kallipolites,7,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,38.58333333,22.16666667
148,Kalydon,Kalydonios,7,NA,NA,NA,NA,9,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.33333333,21.5
149,Makynea,Makyneus,7,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,1,0,38.33333333,21.75
150,Molykreion,Molykreus,7,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,2,0,38.33333333,21.75
151,Phola,Pholaieus,7,NA,NA,NA,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
152,Phylea,,7,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
153,Pleuron,Pleuronios,7,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.41666667,21.41666667
154,Proschion,Proscheios,7,NA,NA,NA,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
155,Therminea,,7,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
156,Trichoneion,Trichonieus,7,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,21.5
157,Alpa,Alpaios,8,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.41666667,22.16666667
158,Amphissa,Amphisseus,8,NA,NA,NA,NA,12,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.33333333
159,Chaleion,Chaleieus,8,NA,NA,NA,NA,9,2,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,38.33333333,22.33333333
160,Hyaia,Hyaios,8,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
161,Hypnia,Hypneus,8,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.41666667,22.33333333
162,Issioi,,8,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
163,Messapioi,,8,NA,NA,NA,NA,12,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
164,Myania,Myaneus,8,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.33333333
165,Naupaktos,Naupaktios,8,NA,NA,NA,NA,12,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1713,1300,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,38.33333333,21.83333333
166,Oianthea,Oiantheus,8,NA,NA,NA,NA,12,0,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.25,22.16666667
167,Tolophon,Tolophonois,8,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.33333333,22.25
168,Tritea,Triteus,8,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.33333333,22.33333333
169,Abai,Abaios,9,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,22.91666667
170,Aiolidai,Aiolideus,9,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.41666667,22.75
171,Ambryssos,Ambryssios,9,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.91666667,22.66666667
172,Amphikaia,Amphikleieus,9,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.58333333
173,Antikyra,Antikyreus,9,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1700,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.33333333,22.58333333
174,Boulis,Boulios,9,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.25,22.83333333
175,Charadra,Charadraios,9,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.5
176,Daulis,Daulieus,9,NA,NA,NA,NA,12,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.75
177,Delphoi,Delphos,9,NA,NA,NA,NA,10,2,NA,NA,8,1,1,1,0,0,0,3,1,0,0,1,3,1,3,1,10,1314,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,1,1,1,6,0,38.5,32.5
178,Drymos,Drymios,9,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.75,22.58333333
179,Echedameia,Echedamieus,9,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
180,Elateia,Elateus,9,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1709,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.83333333
181,Erochos,Erochos,9,NA,NA,NA,NA,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.58333333
182,Hyampolis,Hyampolios,9,NA,NA,NA,NA,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,1,0,1,0,0,0,0,1,0,38.58333333,22.91666667
183,Kirrha,Kirrhaios,9,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.41666667,22.5
184,Ledon,Ledontios,9,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.66666667
185,Lilaia,Lilaieus,9,NA,NA,NA,NA,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.5
186,Medeon,Medeonios,9,NA,NA,NA,NA,12,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.33333333,22.66666667
187,Neon/Tithorea,Ne-/Tithoreus,9,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,22.66666667
188,Parapotamioi,Parapotamios,9,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,22.83333333
189,Pedieis,Pedieis,9,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.66666667,22.66666667
190,Phanoteus/Panopeus,,9,NA,NA,NA,NA,12,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.83333333
191,Phylgonion,Phylygoneus,9,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.5,22.75
192,Po,,9,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
193,Stiris,Stirios,9,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.41666667,22.75
194,Teithronion,Teithronios,9,NA,NA,NA,NA,12,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.66666667,22.58333333
195,Trachis,Trachinios,9,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.33333333,22.75
196,Triteis,,9,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
197,Troneia,Troneieus,9,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.75,22.66666667
198,Akraiphia/Akraiphnion,Akraiphieus,10,NA,NA,NA,NA,8,2,NA,NA,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,38.41666667,23.25
199,Alalkomenai,,10,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.41666667,23
200,Anthedon,Anthedonios,10,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,3802,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.5,23.41666667
201,Chaironeia,Chaironeus,10,NA,NA,NA,NA,1,2,NA,NA,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,1,0,38.5,22.91666667
202,Chorsiai,Chorsieus,10,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.25,22.91666667
203,Erythrai,,10,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,38.25,23.41666667
